head_x,head_y,spine_top_x,spine_top_y,shoulder_right_x,shoulder_right_y,elbow_right_x,elbow_right_y,wrist_right_x,wrist_right_y,shoulder_left_x,shoulder_left_y,elbow_left_x,elbow_left_y,wrist_left_x,wrist_left_y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.681889999999999645e+02,1.579039999999999999e+01,6.876730000000000018e+02,3.349399999999999977e+02,7.617690000000000055e+02,6.441779999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157849999999999909e+03,6.869589999999999463e+01,1.213650000000000091e+03,3.534399999999999977e+02,1.214109999999999900e+03,6.193160000000000309e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157799999999999955e+03,6.863989999999999725e+01,1.213690000000000055e+03,3.594490000000000123e+02,1.214029999999999973e+03,6.193490000000000464e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.601849999999999454e+02,3.757249999999999801e+01,7.679339999999999691e+02,1.577139999999999986e+01,6.876079999999999472e+02,3.471449999999999818e+02,7.620159999999999627e+02,6.503590000000000373e+02,1.151980000000000018e+03,6.859569999999999368e+01,1.213619999999999891e+03,3.593790000000000191e+02,1.214049999999999955e+03,6.193350000000000364e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.151940000000000055e+03,6.851699999999999591e+01,1.213619999999999891e+03,3.594080000000000155e+02,1.214009999999999991e+03,6.194779999999999518e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157849999999999909e+03,6.850520000000000209e+01,1.213619999999999891e+03,3.593770000000000095e+02,1.214039999999999964e+03,6.194320000000000164e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157799999999999955e+03,6.866160000000000707e+01,1.213650000000000091e+03,3.595099999999999909e+02,1.214119999999999891e+03,6.194400000000000546e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.152000000000000000e+03,6.853239999999999554e+01,1.213619999999999891e+03,3.595149999999999864e+02,1.219859999999999900e+03,6.193260000000000218e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157799999999999955e+03,6.857680000000000575e+01,1.213619999999999891e+03,3.594680000000000177e+02,1.219970000000000027e+03,6.193740000000000236e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.157819999999999936e+03,6.868410000000000082e+01,1.213640000000000100e+03,3.534250000000000114e+02,1.220019999999999982e+03,6.193110000000000355e+02
